"area_160616","area_160617","area_160618","area_160619","area_160620","area_160621","area_160622","area_160623","area_160624","area_160625","area_160626","area_160627","area_160628","area_160629","area_160630","area_160701","area_160702","area_160703","area_160704","area_160705","well_ID","factor"
3.741,3.694,3.216,3.371,4.345,5.183,6.496,8.537,13.108,19.019,26.355,40.569,59.141,75.06,71.752,70.496,68.542,71.468,72.208,71.608,157,"04"
4.049,3.923,3.51,4.313,6.009,8.259,12.326,19.464,33.697,49.465,65.883,78.527,75.407,73.467,75.321,72.953,69.763,74.324,73.108,73.741,158,"04"
3.599,3.683,3.29,3.698,5.163,6.75,9.538,13.976,21.925,32.992,44.868,63.811,76.595,74.702,72.496,74.122,70.446,73.75,74.911,73.617,159,"04"
3.855,3.842,3.41,3.862,4.97,6.101,8.205,11.255,16.83,24.873,34.608,54.413,76.159,81.17,79.711,76.58,74.227,77.837,76.196,75.775,160,"04"
3.108,3.039,2.726,3.125,4.383,6.009,8.564,13.32,23.313,37.315,51.224,70.932,80.169,77.633,75.398,74.542,71.451,74.854,75.522,77.028,161,"04"
3.28,3.166,2.568,2.664,3.064,3.11,3.228,3.061,3.214,3.211,3.276,3.176,3.265,3.227,3.233,2.808,3.472,3.248,3.381,3.366,162,"01"
2.894,2.931,2.44,2.439,2.855,2.864,2.903,2.906,3.072,3.14,3.235,3.457,3.575,3.914,4.395,5.326,7.815,11.473,15.504,22.036,163,"01"
2.986,2.871,2.563,2.643,3.065,3.483,3.88,4.759,6.519,8.644,11.273,17.084,26.721,39.911,56.193,72.368,76.343,78.147,75.634,74.138,164,"01"
2.85,2.897,2.621,2.72,3.296,3.373,3.529,3.712,4.016,4.226,4.568,4.845,4.842,4.912,5.034,4.859,5.57,5.513,5.541,5.68,165,"01"
3.694,3.326,2.561,2.648,3.204,3.073,3.344,3.281,3.323,3.306,3.341,3.286,3.359,3.431,3.446,3.168,4.075,3.75,4.113,4.082,166,"01"
3.372,3.281,2.836,2.812,3.238,3.238,3.321,3.358,3.375,3.382,3.393,3.139,3.291,3.206,3.35,2.918,3.814,3.274,3.428,3.448,167,"01"
4.558,4.366,3.456,3.976,4.92,6.145,8.564,12.917,22.257,35.631,50.634,72.094,74.4,72.648,70.756,70.674,70.635,72.162,70.422,71.492,168,"01"
3.547,3.366,2.968,3.107,3.802,4.272,5.074,6.676,9.815,13.921,18.854,30.808,46.561,70.34,79.606,78.322,75.345,76.805,75.205,74.208,169,"01"
3.029,2.924,2.626,2.562,2.902,2.939,2.974,3,3.039,3.041,3.04,2.829,3.002,2.994,3.044,2.689,3.247,2.888,3.17,3.049,170,"01"
3.046,3.015,2.608,2.89,3.716,4.574,6.141,9.099,15.28,22.065,28.564,43.054,61.337,78.773,80.406,75.437,72.797,78.471,76.872,75.063,171,"01"
2.794,2.816,2.538,2.608,3.455,4.194,5.405,7.967,12.43,18.025,24.328,38.635,57.67,79.652,86.176,82.924,80.233,80.402,79.586,79.175,172,"01"
2.843,2.79,2.527,2.855,3.678,4.921,7.321,12.682,23.289,34.471,46.483,67.633,79.467,75.67,74.733,70.992,69.103,72.922,72.984,75.172,173,"01"
2.805,2.793,2.571,2.638,3.312,3.944,4.939,6.778,10.797,16.043,21.453,31.415,44.68,58.004,68.154,69.113,65.114,70.241,68.737,68.837,174,"01"
2.881,2.891,2.594,2.611,3.117,3.228,3.534,4.015,4.639,5.638,6.827,8.703,10.857,15.13,23.294,35.882,59.04,76.236,80.68,80.173,175,"01"
2.911,2.81,2.514,2.511,2.87,2.902,2.932,3.063,3.013,3.145,3.023,2.861,3.018,3.065,3.174,2.729,3.559,3.114,3.677,3.525,176,"01"
3.395,3.131,2.761,2.779,3.247,3.357,3.433,3.864,3.777,4.051,4.109,3.534,3.88,3.871,3.936,3.316,4.548,4.509,4.949,4.622,177,"01"
3.367,3.719,3.424,3.42,3.52,4.423,3.366,3.482,3.518,3.599,3.672,3.565,3.704,3.757,3.728,3.314,4.443,3.78,4.16,3.973,178,"01"
3.476,3.186,2.81,2.797,3.374,3.478,3.226,3.307,3.435,3.426,3.279,2.895,3.091,3.001,3.013,2.805,3.595,3.064,3.411,3.195,179,"01"
3.203,2.936,2.425,2.682,3.609,4.453,5.826,8.483,13.359,20.075,28.066,42.938,60.433,74.321,73.004,72,70.363,72.111,72.618,72.004,180,"01"
4.617,4.078,3.246,3.158,4.178,4.695,4.512,4.861,4.395,4.705,4.84,4.239,4.961,5.359,5.863,7.061,10.582,14.162,21.612,30.976,181,"01"
3.163,3.008,2.471,2.44,3.052,3.037,3.048,3.108,3.41,3.646,3.546,3.469,3.282,3.249,3.243,2.68,3.61,3.257,3.559,3.486,182,"01"
4.023,4.213,3.449,3.334,3.914,4.139,4.029,4.322,4.426,4.538,4.164,3.332,4.075,3.762,4.098,3.43,5.238,3.928,5.029,5.098,183,"01"
3.354,2.936,2.652,2.843,3.828,4.551,5.666,7.631,11.058,14.954,19.12,26.53,34.702,46.118,61.434,72.893,75.875,76.375,74.232,74.858,184,"01"
3.266,3.078,2.61,2.662,3.565,4.3,5.578,8.061,13.289,19.771,27.855,41.494,57.634,73.273,78.318,76.336,73.346,76.297,72.647,75.807,185,"01"
2.949,2.948,2.466,2.506,2.989,2.902,3.014,2.911,2.895,2.965,2.838,2.807,2.844,2.866,3.074,2.684,3.379,3.018,3.345,3.207,186,"01"
2.832,2.815,2.508,2.605,3.591,3.99,4.865,6.012,8.651,12.157,15.978,22.763,30.861,42.655,57.426,72.325,72.27,74.372,71.819,71.476,187,"01"
3.037,2.753,2.527,2.675,3.11,3.469,4.161,5.527,8.507,12.842,17.676,26.8,38.577,58.523,74.09,76.435,71.378,77.551,72.922,75.751,188,"01"
2.77,2.822,2.53,2.616,3.154,3.407,3.562,4.005,4.658,5.547,6.173,7.644,8.933,11.115,14.961,21.724,37.21,57.42,78.088,79.796,189,"01"
3.096,3.079,2.936,3.215,4.194,5.149,6.893,10.496,17.583,25.643,33.808,49.845,68.456,73.951,69.968,70.36,66.834,71.093,71.306,72.093,190,"01"
3.019,2.906,2.606,3.477,4.324,5.152,6.566,9.052,13.58,21.183,29.634,43.198,56.746,73.42,74.645,73.59,71.847,73.336,69.555,71.17,191,"01"
2.994,2.994,2.567,2.671,3.265,3.352,3.463,3.592,3.907,3.931,4.087,4.159,4.763,5.316,6.574,7.971,11.387,14.346,19.28,25.755,192,"01"
4.003,3.709,3.328,3.598,5.006,6.141,7.452,10.629,16.412,23.371,29.98,43.318,59.919,77.08,72.622,70.917,67.745,73.644,73.945,73.907,193,"01"
3.068,2.991,2.788,2.965,3.645,4.631,6.347,9.385,14.831,21.752,29.888,46.642,64.385,75.641,72.878,73.238,71.416,74.17,72.414,74.804,194,"01"
3.342,3.148,2.897,2.875,3.54,4.152,5.031,6.52,9.297,12.894,16.642,24.083,35,48.597,64.823,74.109,70.653,73.308,70.643,69.574,195,"01"
3.546,3.361,3.088,3.201,3.76,4.499,5.359,7.517,11.623,16.616,21.951,33.468,48.937,65.939,72.043,70.647,64.371,71.827,70.395,71.06,196,"01"
3.43,3.194,2.975,3.148,3.932,5.045,6.762,10.312,16.847,26.719,36.796,55.644,78.573,79.535,74.493,74.29,72.049,75.97,74.183,74.446,197,"01"
3.486,3.168,2.753,3.148,4.346,5.972,8.376,13.035,21.791,33.931,46.173,68.582,82.798,79.516,76.876,76.807,76.195,79.174,76.39,77.4,198,"01"
3.202,3.012,2.925,3.241,4.58,7.032,10.812,17.887,33.557,54.456,71.166,79.186,76.998,76.381,74.805,73.844,75.391,74.389,76.466,74.78,199,"01"
4.103,3.813,3.603,3.714,4.591,6.005,8.049,12.034,19.956,32.325,48.651,74.121,81.258,78.471,77.481,77.354,76.239,77.538,75.29,77.037,200,"01"
3.158,2.894,2.7,2.688,2.986,3.076,3.121,3.102,3.032,3.144,3.253,3.092,3.223,3.118,3.175,2.836,3.378,3.195,3.187,3.221,201,"01"
3.037,2.926,2.667,2.886,3.504,4.42,6.003,9.257,16.283,26.8,39.341,62.349,79.163,79.062,72.744,71.455,69.37,73.908,72.515,72.39,202,"01"
2.738,2.714,2.5,2.626,3.283,3.818,4.75,6.358,9.233,12.67,16.393,24.792,37.083,54.962,67.254,72.781,69.543,71.378,70.262,70.041,203,"01"
2.859,2.859,2.421,2.515,2.949,2.922,2.967,2.956,3.057,3.05,3.279,3.452,3.67,4.269,5.04,6.11,8.499,11.78,16.739,23.831,204,"01"
3.044,2.924,2.61,2.951,3.877,4.739,6.704,10.376,16.748,25.037,35.115,55.319,78.934,84.194,84.35,82.585,79.056,79.092,77.675,80.341,205,"01"
2.923,2.882,2.523,2.691,3.384,3.807,4.47,5.618,8.157,10.874,14.447,22.426,33.394,47.98,64.081,78.768,76.735,75.928,76.72,73.758,206,"01"
2.929,2.907,2.707,2.879,3.63,4.269,5.26,6.599,9.199,11.942,14.447,19.918,26.434,34.983,45.778,55.757,60.101,63.831,61.738,62.393,207,"01"
2.84,2.867,2.39,2.495,3.24,3.445,4.044,4.948,6.924,9.365,12.12,17.786,25.746,37.665,54.067,70.866,78.515,79.022,76.902,79.56,208,"01"
2.771,2.743,2.514,2.674,3.19,3.657,4.406,5.779,8.81,12.699,16.789,27.245,40.983,55.931,70.247,74.355,71.95,72.065,71.957,71.776,209,"01"
3.013,2.996,2.557,2.598,3.297,3.348,3.657,4.198,5.443,6.997,8.998,12.755,18.077,25.839,36.794,52.455,67.221,73.553,70.824,70.564,210,"01"
3.199,3.134,3.014,2.629,3.346,3.346,3.481,3.449,3.687,3.705,3.885,3.577,3.792,3.914,4.134,3.873,5.034,4.734,5.203,5.619,211,"01"
3.094,3.054,2.574,2.707,3.458,3.586,3.926,4.396,5.205,6.442,7.91,10.907,15.193,21.933,30.749,43.893,62.335,77.595,74.305,76.139,212,"01"
3.341,2.834,2.464,2.814,4.255,4.065,5.251,6.633,9.391,14.922,21.669,36.875,63.749,79.965,80.582,78.599,76.027,79.113,77.017,76.808,213,"01"
2.79,2.757,2.477,2.575,3.501,3.48,3.934,4.982,6.094,7.833,9.631,12.708,16.888,23.629,36.638,57.198,70.627,74.52,73.378,71.089,214,"01"
3.753,4.574,4.131,4.213,5.513,5.724,8.409,13.09,21.622,32.677,44.552,66.06,77.801,77.176,76.919,74.083,71.444,73.817,72.286,75.049,215,"01"
2.914,2.846,2.635,2.747,3.468,3.997,4.819,6.608,9.793,13.747,17.744,24.718,32.842,47.273,61.935,71.161,65.53,68.563,68.433,68.777,216,"01"
3.388,3.584,2.701,2.882,3.98,5.237,5.637,7.265,10.276,14.312,18.276,25.486,36.316,53.596,68.039,71.34,67.863,68.535,65.295,68.795,217,"01"
3.452,3.181,2.718,2.819,3.874,4.273,5.17,6.786,10.324,14.561,19.816,28.963,41.74,61.107,74.59,75.896,73.213,74.702,70.037,70.555,218,"01"
2.81,2.694,2.386,2.499,2.983,3.17,3.48,4.053,5.012,6.364,7.876,11.038,13.932,18.132,24.962,37.819,62.196,72.021,71.58,70.692,219,"01"
3.411,3.256,2.875,3.02,3.8,4.633,6.084,8.728,14.255,21.685,30.782,47.064,63.325,70.646,66.208,63.096,63.956,66.077,65.155,66.882,220,"01"
3.261,3.082,2.686,2.832,3.653,4.412,5.678,8.21,13.208,18.886,25.096,36.79,50.004,65.684,71.386,70.98,66.572,70.471,69.128,71.427,221,"01"
3.397,2.923,2.606,2.827,3.534,4.34,5.367,7.752,12.343,18.299,25.85,38.797,54.258,67.331,74.724,71.542,68.836,71.851,69.921,72.775,222,"01"
2.857,2.788,2.519,2.453,3.037,3.25,3.433,3.718,4.284,4.588,4.976,5.885,6.486,7.775,9.336,11.735,16.719,23.144,32.399,44.451,223,"01"
3.178,3.128,2.833,2.991,3.534,3.943,4.623,6.037,8.667,12.28,16.17,22.015,29.491,41.128,57.149,67.589,67.732,70.417,69.717,70.455,224,"01"
3.522,3.388,3.017,2.948,3.652,3.93,4.377,5.504,7.759,11.368,15.432,23.111,32.903,46.374,61.993,72.081,65.611,70.614,69.413,72.833,225,"01"
3.28,3.115,3.04,3.108,4.369,5.961,9.078,15.229,27.181,42.528,58.379,79.703,80.199,79.59,78.872,75.123,75.375,76.459,77.269,76.588,226,"01"
2.83,2.938,2.597,2.62,3.552,3.891,4.35,4.815,5.825,7.357,9.156,12.553,16.74,22.356,31.336,47.304,69.753,82.198,81.509,79.705,227,"01"
3.173,3.108,2.806,3.282,4.507,4.514,5.43,7.041,9.967,13.494,17.577,25.929,36.495,52.79,70.427,75.058,74.404,75.933,74.017,74.18,228,"01"
2.86,2.813,2.723,3.406,5.033,7.327,11.709,20.206,39.955,59.987,73.744,73.184,73.581,72.003,70.519,68.521,67.513,70.957,70.68,70.728,229,"01"
2.812,2.794,2.633,3.19,4.516,6.652,10.298,17.346,30.842,47.07,64.59,79.286,78.763,77.577,76.917,74.598,71.859,73.15,74.24,74.905,230,"01"
3.173,3.093,2.584,2.877,3.608,3.798,4.265,4.753,5.305,6.259,7.142,8.605,10.969,13.963,17.578,22.899,34.22,48.169,65.81,80.116,231,"01"
3.786,3.646,2.961,3.04,4.043,4.734,5.992,8.054,12.251,17.565,23.898,37.268,53.291,72.82,76.358,73.753,72.01,75.437,73.38,75.903,232,"01"
3.21,3.022,2.789,3.807,4.641,5.462,6.578,8.64,13.257,19.073,24.4,34.18,47.386,65.321,76.768,74.994,71.803,77.679,73.905,75.978,233,"01"
3.528,3.301,2.872,2.936,3.288,3.226,3.303,3.384,3.21,3.346,3.33,3.204,3.306,3.202,3.263,2.761,3.307,3.302,3.348,3.369,234,"01"
2.896,2.835,2.557,2.667,3.377,3.847,4.754,6.262,9.223,13.083,16.586,24.307,33.093,39.813,42.563,43.03,41.064,40.662,38.216,37.354,235,"01"
3.095,3.034,2.603,2.715,3.079,3.115,3.189,3.029,3.081,3.141,3.01,2.988,3.069,3.019,3.13,2.576,3.182,2.971,3.187,3.155,236,"01"
3.244,3.22,2.891,2.932,3.571,3.932,4.734,5.843,8.747,12.289,16.453,26.732,40.132,56.314,70.993,73.059,66.449,73.344,70.543,71.853,237,"01"
3.068,3.01,2.755,2.752,3.255,3.531,4.134,5.212,7.534,10.632,14.402,23.145,36.607,55.029,72.137,79.203,73.023,76.827,76.029,77.513,238,"01"
2.839,2.723,2.413,2.432,2.75,2.667,2.73,2.679,2.782,2.767,2.706,2.753,2.787,2.658,2.732,2.422,2.86,2.72,2.772,2.763,239,"01"
2.951,2.963,2.488,2.603,3.123,2.977,3.14,3.069,3.17,3.152,3.28,3.205,3.283,3.182,3.157,2.932,3.364,3.154,3.18,3.265,240,"01"
3.05,2.91,2.548,2.715,3.334,3.871,5.061,6.816,10.27,14.821,20.278,33.158,51.156,68.188,77.977,74.196,70.915,77.272,73.303,74.678,241,"01"
