"area_160616","area_160617","area_160618","area_160619","area_160620","area_160621","area_160622","area_160623","area_160624","area_160625","area_160626","area_160627","area_160628","area_160629","area_160630","area_160701","area_160702","area_160703","area_160704","area_160705","well_ID","factor"
26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,26.507,1,"ctrl"
2.80075430164728,3.39693246847721,3.5763319269885,5.3482395029107,8.93093301290378,15.995862916129,23.4380610858598,43.2153996770062,72.4337009778152,101.857001140251,113.980247646633,118.495932172093,127.077288504603,134.769601744186,138.940161514196,143.275691100602,141.643027941782,143.904492768959,159.521968892672,76.298,2,"10"
3.6818848609764,4.17552644668473,4.0864183146856,6.02588334632372,11.8354610064516,17.4590584386394,30.2076765606727,47.452574440122,81.7806508660477,106.001423606083,123.796679571613,129.778113709878,128.256683337738,138.791506764809,142.168383777587,130.302122820266,133.165184056437,152.020916582837,71.751,70.1657026451921,3,"10"
3.95421295021539,3.55564357375831,3.592574261713,5.69267752258065,9.03734988262324,15.4182555549368,21.3566545053096,34.8749045447141,61.7915923244026,101.334171046963,128.511792734511,148.450408033827,155.394384086926,155.940399899685,143.642972538789,146.866544832451,158.059499574402,81.213,75.1730234435191,86.2055974781765,4,"10"
4.05358688741175,4.26058647267689,4.76647163870968,5.94457969132411,10.4421962465891,15.0274149931658,23.8601860237824,39.5058095582911,76.8159710100326,110.875634983827,139.117968617865,155.936973922187,152.020190097449,145.404525195661,148.837506243386,157.677985839201,74.969,74.4494952489269,83.0368411736179,89.966290713683,5,"10"
3.59831319823331,4.39297945806452,4.16252974376904,6.2543943309016,10.5487325202397,16.8782966281153,26.7166582186821,50.4329651012495,86.7842081985569,131.039427986258,160.916908026639,163.661161937518,153.857430248524,158.871831604938,175.164032035905,82.627,77.8502722603368,87.997798052053,96.4573684771506,91.9279963667892,6,"10"
5.11944227096774,4.96882128764797,5.5059926491062,6.99950904216171,11.3601428571429,17.4872671976828,28.4191194066597,46.3361354814631,88.4488994450317,133.529128636523,154.084757953568,148.479963201977,153.783609594356,167.273261394413,80.046,77.6927298308691,82.385521419334,92.9163525336413,85.8136902274885,92.1833895384082,7,"10"
5.51032086309375,6.19534883332405,5.43740479444853,7.63099929413042,12.4554699493121,21.2290936172832,32.716589574521,53.1611054439746,88.8732419207851,127.241577171109,143.362725525196,147.343390335097,161.226473806392,77.442,74.4601925743845,80.2944422082121,87.8932424834569,82.8293134882953,87.5176341473976,107.974810890323,8,"10"
4.61440563568525,4.29752854589423,4.55960123798664,6.43739319333816,11.7712811595987,20.2710287384922,36.0898689217759,62.5817913073957,103.745009601605,135.419360497048,149.357361340388,165.599523717403,75.606,73.5771769820597,79.2746125929518,86.3322760136786,76.1820438462491,87.9824880055425,101.877174812903,98.0537898706358,9,"10"
5.69659425927873,5.16697236249118,5.3861491672701,7.72842118544962,12.0580798084101,20.0396142309725,32.0183748335086,53.2191272570937,87.626325964575,125.298168253968,154.207441538342,78.265,70.7433582199068,79.2317626091174,84.4275673047031,78.609380702696,77.5089288559799,100.368156954839,92.1052382997852,103.968788271983,10,"10"
